,House,Set,Rarity,Type,Score,E,A,C,F,D,B,BigA,Clear,HardR,KC,Weight,Tokens,2,3,4,5,,2 Net,x̅,3 Net,x̅,4 Net,x̅,5 Net,x̅
Diplomat Agung,StarAlliance,DT,C,Creature,4,1,,,,,,,,,,4,,0,0,0,0,,8,4,12,4.0,16,4,20,4
Grand Alliance Council,StarAlliance,DT,C,Action,5,,,1,,,,,1,,,5,,0,-1,-3,-5,,10,5,14,4.7,16,4,16,3.2
Lieutenant Khrkhar,StarAlliance,DT,C,Creature,3,,,,,,1,,,,,3,,0,0,-1,-1,,6,3,9,3.0,11,2.75,13,2.6
Lieutenant Valmart,StarAlliance,DT,C,Creature,3,,1,,,,,,,,,3,,0,0,0,0,,6,3,9,3.0,12,3,15,3
Light of the Archons,StarAlliance,DT,C,Upgrade,3,1,,,,,,,,,,3,,1,1,0,-1,,7,3.5,11,3.7,14,3.5,16,3.2
Officer's Blaster,StarAlliance,DT,C,Upgrade,2,1,,,,,,,,,,2,,0,-1,-1,-1,,4,2,5,1.7,6,1.5,7,1.4
Operative Espion,StarAlliance,DT,C,Creature,3,1,,,,,1,,,,,3,,-1,-2,-2,-2,,5,2.5,6,2.0,7,1.75,8,1.6
Rocketeer Tryska,StarAlliance,DT,C,Creature,5,1,,,,,1,,,,,5,,1,1,1,1,,11,5.5,17,5.7,23,5.75,29,5.8
Sci. Officer Qincan,StarAlliance,DT,C,Creature,2,,,,,,,,,,,2,,0,-1,-1,-1,,4,2,5,1.7,6,1.5,7,1.4
Shield-U-Later,StarAlliance,DT,C,Creature,2,,,,,,1,,,,,2,,0,-1,-1,-1,,4,2,5,1.7,6,1.5,7,1.4
Technobabble,StarAlliance,DT,C,Action,2,1,,,,,,,,,,2,,0,0,0,0,,4,2,6,2.0,8,2,10,2
Unity or Discord,StarAlliance,DT,C,Action,3,,,,,,,,,,,3,,0,0,0,0,,6,3,9,3.0,12,3,15,3
Zap,StarAlliance,DT,C,Action,3,1,,1,,,,,,,,3,,0,-1,-1,-1,,6,3,8,2.7,10,2.5,12,2.4
Agent Sepdia,StarAlliance,DT,U,Creature,2,,,1,,,1,,,,,1,,0,0,0,0,,4,2,6,2.0,8,2,10,2
Away Team,StarAlliance,DT,U,Creature,3,,,,,,1,,,,,1.5,,0,-1,-2,-2,,6,3,8,2.7,9,2.25,10,2
CH-337A,StarAlliance,DT,U,Creature,1,,,,,,,,,,,0.5,,-1,-2,-3,-3,,1,0.5,0,0.0,-2,-0.5,-4,-0.8
Colonist Chapman,StarAlliance,DT,U,Creature,3,1,,,,,,,,,,1.5,,0,0,0,0,,6,3,9,3.0,12,3,15,3
CXO Taber,StarAlliance,DT,U,Creature,3,,,,1,,,,,,,1.5,,0,0,0,0,,6,3,9,3.0,12,3,15,3
Force Field,StarAlliance,DT,U,Upgrade,2,1,,,,,,,,,,1,,-1,-1,-1,-1,,3,1.5,4,1.3,5,1.25,6,1.2
Lay of the Land,StarAlliance,DT,U,Action,5,1,,,1,,,,,,,2.5,,1,1,1,1,,11,5.5,17,5.7,23,5.75,29,5.8
Mutagenesis Researcher,StarAlliance,DT,U,Creature,4,1,1,1,1,,,,,,,2,,0,0,0,0,,8,4,12,4.0,16,4,20,4
Sabotage Mission,StarAlliance,DT,U,Action,2,1,1,,,,,,,,,1,,0,0,0,0,,4,2,6,2.0,8,2,10,2
Selective Preservation,StarAlliance,DT,U,Action,4,,,1,,,,,,,,2,,-1,-2,-4,-4,,7,3.5,9,3.0,9,2.25,9,1.8
Static Collection Array,StarAlliance,DT,U,Artifact,3,1,,,,,,,,,,1.5,,1,1,1,1,,7,3.5,11,3.7,15,3.75,19,3.8
Stunner,StarAlliance,DT,U,Upgrade,2,1,,,,,,,,,,1,,0,-1,-1,-1,,4,2,5,1.7,6,1.5,7,1.4
T3R-35A,StarAlliance,DT,U,Creature,3,1,,,,,,,,,,1.5,,0,0,0,0,,6,3,9,3.0,12,3,15,3
Together!,StarAlliance,DT,U,Action,5,,,,1,,,,,,,2.5,,0,0,0,0,,10,5,15,5.0,20,5,25,5
Universal Translator,StarAlliance,DT,U,Upgrade,3,1,,,,,,,,,,1.5,,-1,-2,-2,-2,,5,2.5,6,2.0,7,1.75,8,1.6
Xenotraining,StarAlliance,DT,U,Action,2,1,1,,,,,,,,,1,,0,0,0,0,,4,2,6,2.0,8,2,10,2
HingsGross,StarAlliance,DT,R,Creature,5,,,,1,,,,,,,1.25,,1,2,2,2,,11,5.5,18,6.0,25,6.25,32,6.4
ZFA Set,StarAlliance,DT,R,Creature,3,1,,1,1,,1,,,,,0.75,,1,1,1,1,,7,3.5,11,3.7,15,3.75,19,3.8
5C077,StarAlliance,DT,R,Creature,2,,,,,,,,,,,0.5,,0,0,0,0,,4,2,6,2.0,8,2,10,2
Book of leQ,StarAlliance,DT,R,Artifact,2,1,,,1,,,,,,,0.5,,-2,-4,-4,-4,,2,1,0,0.0,-2,-0.5,-4,-0.8
Captain Val Jericho,StarAlliance,DT,R,Creature,6,1,,,1,,1,,,,,1.5,,1,1,1,1,,13,6.5,20,6.7,27,6.75,34,6.8
Ceaseforge,StarAlliance,DT,R,Artifact,6,1,1,,,1,,,,,,1.5,,0,0,0,0,,12,6,18,6.0,24,6,30,6
Commander Dhrxgar,StarAlliance,DT,R,Creature,4,1,,,,,1,,,,,1,,0,0,0,0,,8,4,12,4.0,16,4,20,4
Crash Muldoon,StarAlliance,DT,R,Creature,3,1,,,,,,,,,,0.75,,0,0,0,0,,6,3,9,3.0,12,3,15,3
D1-V3 Pod,StarAlliance,DT,R,Upgrade,0,,,,,,,,,,,0,,-1,-2,-2,-2,,-1,-0.5,-3,-1.0,-5,-1.25,-7,-1.4
Doctor Driscoll,StarAlliance,DT,R,Creature,2,,,,,,,,,,,0.5,,-1,-1,-1,-1,,3,1.5,4,1.3,5,1.25,6,1.2
Encounter Suit,StarAlliance,DT,R,Upgrade,5,,,,,,,,,,,1.25,,0,0,0,0,,10,5,15,5.0,20,5,25,5
Exploratory Craft,StarAlliance,DT,R,Artifact,5,,,,1,,,,,,,1.25,,1,1,1,1,,11,5.5,17,5.7,23,5.75,29,5.8
Forging an Alliance,StarAlliance,DT,R,Action,1,1,,,,,,,,,,0.25,,0,0,0,0,,2,1,3,1.0,4,1,5,1
General Order 24,StarAlliance,DT,R,Artifact,4,,,1,,,,,1,,,1,,-1,-2,-2,-2,,7,3.5,9,3.0,11,2.75,13,2.6
Make It So,StarAlliance,DT,R,Action,1,1,,,,,,,,,,0.25,,-1,-2,-2,-2,,1,0.5,0,0.0,-1,-0.25,-2,-0.4
Matter Maker,StarAlliance,DT,R,Artifact,2,1,,,1,,,,,,,0.5,,0,-3,-3,-3,,4,2,3,1.0,2,0.5,1,0.2
Plasma Nozzle,StarAlliance,DT,R,Upgrade,2,1,,1,,,,,,,,0.5,,0,-1,-1,-1,,4,2,5,1.7,6,1.5,7,1.4
Prof. Emeritus Kering,StarAlliance,DT,R,Creature,3,,,,,,,,,,,0.75,,0,0,0,0,,6,3,9,3.0,12,3,15,3
The Ulfberht Device,StarAlliance,DT,R,Artifact,2,1,,,,1,,,,,,0.5,,-1,-2,-2,-2,,3,1.5,3,1.0,3,0.75,3,0.6
United Action,StarAlliance,DT,R,Action,2,,,,1,,,,,,,0.5,,-1,-2,-2,-2,,3,1.5,3,1.0,3,0.75,3,0.6
,Fish,DT,,,,17,6,11,2,9,16,0,1,1,1,73.00,,,,,,,,,,,,,,
Brain Drain,Fish,DT,C,Action,5,1,,,,1,,,,,,5,,0,0,0,0,,10,5,15,5.0,20,5,25,5
"""Bubbles""",Fish,DT,C,Creature,5,,,1,,1,1,,,,,5,,0,0,0,0,,10,5,15,5.0,20,5,25,5
Call of the Void,Fish,DT,C,Action,2,1,,,,,,,,,,2,,1,1,1,1,,5,2.5,8,2.7,11,2.75,14,2.8
Flamegill Enforcer,Fish,DT,C,Creature,2,,1,,,,1,,,,,2,,0,0,0,0,,4,2,6,2.0,8,2,10,2
Frigorific Rod,Fish,DT,C,Artifact,2,1,,,,,,,,,,2,,0,-1,-1,-1,,4,2,5,1.7,6,1.5,7,1.4
Giltspine Netcaster,Fish,DT,C,Creature,2,,1,,,,,,,,,2,,0,-1,-2,-3,,4,2,5,1.7,5,1.25,4,0.8
Hookmaster,Fish,DT,C,Creature,4,,1,,,,1,,,,,4,,0,0,0,0,,8,4,12,4.0,16,4,20,4
Horrid Synan,Fish,DT,C,Creature,2,,,1,,,1,,,,,2,,0,-1,-1,-1,,4,2,5,1.7,6,1.5,7,1.4
Maelstrom,Fish,DT,C,Action,4,,,1,,1,,,1,,,4,,-1,-3,-5,-7,,7,3.5,8,2.7,7,1.75,4,0.8
Photic Raider,Fish,DT,C,Creature,2,,1,,,,1,,,,,2,,0,0,0,0,,4,2,6,2.0,8,2,10,2
Pour-tal,Fish,DT,C,Action,3,1,,,,,,,,,,3,,0,1,2,2,,6,3,10,3.3,15,3.75,20,4
Rakuzel's Chant,Fish,DT,C,Action,1,1,,,,,,,,,,1,,0,0,0,0,,2,1,3,1.0,4,1,5,1
Seabringer Kekoa,Fish,DT,C,Creature,3,,,,,,1,,,,,3,,0,0,0,0,,6,3,9,3.0,12,3,15,3
Sink or Swim,Fish,DT,C,Action,1,,,,,,,,,,,1,,0,0,0,0,,2,1,3,1.0,4,1,5,1
Storm Surge,Fish,DT,C,Action,1,,,,,,,,,,,1,,0,-1,-2,-3,,2,1,2,0.7,1,0.25,-1,-0.2
Wikolia,Fish,DT,C,Creature,2,,1,,,,,,,,,2,,0,-1,-2,-3,,4,2,5,1.7,5,1.25,4,0.8
Abandon Ship,Fish,DT,U,Action,5,1,,,,1,,,,,,2.5,,0,0,0,0,,10,5,15,5.0,20,5,25,5
Abyssal Zealot,Fish,DT,U,Creature,4,,1,,,,1,,,,,2,,0,0,0,0,,8,4,12,4.0,16,4,20,4
Allusions of Grandeur,Fish,DT,U,Action,4,1,,,,1,,,,,,2,,1,1,1,1,,9,4.5,14,4.7,19,4.75,24,4.8
Echo Pearl,Fish,DT,U,Artifact,2,1,,,,,,,,,,1,,0,0,0,0,,4,2,6,2.0,8,2,10,2
Fuguru,Fish,DT,U,Creature,1,,,,,,,,,,,0.5,,0,0,0,0,,2,1,3,1.0,4,1,5,1
Kaupe,Fish,DT,U,Creature,2,,,,,1,,,,,,1,,0,-1,-1,-1,,4,2,5,1.7,6,1.5,7,1.4
Kiri Giltspine,Fish,DT,U,Creature,2,,,,,,,,,,,1,,0,0,0,0,,4,2,6,2.0,8,2,10,2
Scyphos,Fish,DT,U,Creature,2,,,,,,1,,,,,1,,0,0,-1,-1,,4,2,6,2.0,7,1.75,8,1.6
Sleep with the Fishes,Fish,DT,U,Action,2,1,,1,,,,,,,,1,,0,-1,-1,-1,,4,2,5,1.7,6,1.5,7,1.4
Sparkfist,Fish,DT,U,Creature,1,,,,,,,,,,,0.5,,0,0,-1,-1,,2,1,3,1.0,3,0.75,3,0.6
Thundertow,Fish,DT,U,Action,3,1,,1,,,,,,,,1.5,,0,0,0,0,,6,3,9,3.0,12,3,15,3
Tidal Wave,Fish,DT,U,Action,2,1,,1,,,,,,,,1,,0,0,0,0,,4,2,6,2.0,8,2,10,2
Tomwa of the Glow,Fish,DT,U,Creature,4,,,,1,,,,,,,2,,0,0,0,0,,8,4,12,4.0,16,4,20,4
Under Pressure,Fish,DT,U,Upgrade,2,,,1,,,,,,,,1,,0,-1,-1,-1,,4,2,5,1.7,6,1.5,7,1.4
Valoocanth,Fish,DT,U,Creature,3,,,,,,1,,,,,1.5,,1,1,1,1,,7,3.5,11,3.7,15,3.75,19,3.8
Wrath or Ruin,Fish,DT,U,Action,2,,,,,1,,,,,,1,,0,-1,-1,-1,,4,2,5,1.7,6,1.5,7,1.4
Discovery Set,Fish,DT,R,Action,3,,,,,,,,,,1,0.75,,1,1,1,1,,7,3.5,11,3.7,15,3.75,19,3.8
Omni Set,Fish,DT,R,Creature,2,,,1,1,,,,,,,0.5,,1,1,1,1,,5,2.5,8,2.7,11,2.75,14,2.8
Corrode,Fish,DT,R,Action,5,1,,,,,,,,1,,1.25,,0,0,0,0,,10,5,15,5.0,20,5,25,5
Cup of Water,Fish,DT,R,Action,1,1,,,,,,,,,,0.25,,0,0,0,0,,2,1,3,1.0,4,1,5,1
Deep Priest Glebe,Fish,DT,R,Creature,3,,,,,,1,,,,,0.75,,1,1,1,1,,7,3.5,11,3.7,15,3.75,19,3.8
Effigy of Melerukh,Fish,DT,R,Artifact,0,,,,,,,,,,,0,,-2,-4,-4,-4,,-2,-1,-6,-2.0,-10,-2.5,-14,-2.8
Flash Freeze,Fish,DT,R,Action,2,1,,,,,,,,,,0.5,,0,0,0,0,,4,2,6,2.0,8,2,10,2
General Sherman,Fish,DT,R,Creature,4,,,1,,,1,,,,,1,,0,0,0,0,,8,4,12,4.0,16,4,20,4
Kiligog's Trench,Fish,DT,R,Artifact,2,,,1,,,,,,,,0.5,,0,0,0,0,,4,2,6,2.0,8,2,10,2
Llack Gaboon,Fish,DT,R,Creature,1,,,,,,,,,,,0.25,,0,0,0,0,,2,1,3,1.0,4,1,5,1
Portalmonger,Fish,DT,R,Creature,3,,,1,,,1,,,,,0.75,,0,0,0,0,,6,3,9,3.0,12,3,15,3
Rustmiser,Fish,DT,R,Creature,2,,,,,,1,,,,,0.5,,0,0,0,0,,4,2,6,2.0,8,2,10,2
Sobogg's Thingamabob,Fish,DT,R,Artifact,2,1,,,,,,,,,,0.5,,-1,-2,-2,-2,,3,1.5,3,1.0,3,0.75,3,0.6
Taniwha,Fish,DT,R,Creature,3,1,,,,,1,,,,,0.75,,0,0,0,0,,6,3,9,3.0,12,3,15,3
Te-wheke Kraken,Fish,DT,R,Creature,0,,,,,,,,,,,0,,-2,-4,-4,-4,,-2,-1,-6,-2.0,-10,-2.5,-14,-2.8
Thalassophobia,Fish,DT,R,Action,1,1,,,,,,,,,,0.25,,0,0,0,0,,2,1,3,1.0,4,1,5,1
The Chosen One,Fish,DT,R,Creature,5,,,,,1,1,,,,,1.25,,0,0,0,0,,10,5,15,5.0,20,5,25,5
The Susurrus,Fish,DT,R,Artifact,2,,,,,,,,,,,0.5,,-1,-2,-2,-2,,3,1.5,3,1.0,3,0.75,3,0.6
Voice of Rakuzel,Fish,DT,R,Creature,2,,,,,,1,,,,,0.5,,0,-1,-1,-1,,4,2,5,1.7,6,1.5,7,1.4
Whirlpool,Fish,DT,R,Artifact,3,,,,,1,,,,,,0.75,,1,1,1,1,,7,3.5,11,3.7,15,3.75,19,3.8
,Untamed,DT,,,,26,3,10,7,1,13,0,0,2,1,80.50,,,,,,,,,,,,,,
All Tide Up,Untamed,DT,C,Action,3,1,,,,,,,,,,3,,0,0,0,0,,6,3,9,3.0,12,3,15,3
Assert Dominance,Untamed,DT,C,Action,2,,,1,,,,,,,,2,,0,0,-1,-1,,4,2,6,2.0,7,1.75,8,1.6
Chelonia,Untamed,DT,C,Creature,3,1,,,,,,,,,,3,,1,2,3,4,,7,3.5,12,4.0,18,4.5,25,5
Deepwater Gruen,Untamed,DT,C,Creature,3,1,,,,,1,,,,,3,,1,1,2,2,,7,3.5,11,3.7,16,4,21,4.2
Floomf,Untamed,DT,C,Creature,2,,,,,,,,,,,2,,0,0,0,0,,4,2,6,2.0,8,2,10,2
Infighting,Untamed,DT,C,Action,4,,,1,,,,,,,,4,,-1,-2,-3,-4,,7,3.5,9,3.0,10,2.5,10,2
Keyfrog,Untamed,DT,C,Creature,4,,,,,,,,,,1,4,,0,0,0,0,,8,4,12,4.0,16,4,20,4
Mollymawk,Untamed,DT,C,Creature,5,,,,,,1,,,1,,5,,0,-1,-2,-3,,10,5,14,4.7,17,4.25,19,3.8
Mookling,Untamed,DT,C,Creature,3,,2,,,,,,,,,3,,1,1,1,1,,7,3.5,11,3.7,15,3.75,19,3.8
Myliobe,Untamed,DT,C,Creature,2,,,,,,1,,,,,2,,0,0,0,0,,4,2,6,2.0,8,2,10,2
Persistence Hunting,Untamed,DT,C,Action,2,1,,,,,,,,,,2,,0,-1,-1,-1,,4,2,5,1.7,6,1.5,7,1.4
Reap or Sow,Untamed,DT,C,Action,2,1,,,,,,,,,,2,,0,-1,-1,-1,,4,2,5,1.7,6,1.5,7,1.4
The Fittest,Untamed,DT,C,Action,3,1,,,,,1,,,,,3,,0,-1,-2,-2,,6,3,8,2.7,9,2.25,10,2
Way of the Pixie,Untamed,DT,C,Upgrade,1,1,,,,,,,,,,1,,0,0,0,0,,2,1,3,1.0,4,1,5,1
Witch of the Dawn,Untamed,DT,C,Creature,5,,,,1,,,,,,,5,,1,2,1,1,,11,5.5,18,6.0,24,6,30,6
Youngest Bear,Untamed,DT,C,Creature,1,,,,,,,,,,,1,,0,0,0,0,,2,1,3,1.0,4,1,5,1
AEmbermancy,Untamed,DT,U,Action,1,1,,,,,,,,,,0.5,,0,0,0,0,,2,1,3,1.0,4,1,5,1
Beach Day,Untamed,DT,U,Action,5,1,,,,,,,,,,2.5,,1,1,1,1,,11,5.5,17,5.7,23,5.75,29,5.8
Bumblebird,Untamed,DT,U,Creature,1,,,,,,,,,,,0.5,,-2,-3,-4,-4,,0,0,-2,-0.7,-5,-1.25,-8,-1.6
Cross Porpoises,Untamed,DT,U,Action,3,1,,,,,,,,,,1.5,,0,0,0,0,,6,3,9,3.0,12,3,15,3
Fangtooth Cavern,Untamed,DT,U,Artifact,4,1,,1,,,,,,,,2,,1,2,2,2,,9,4.5,15,5.0,21,5.25,27,5.4
Gebuk,Untamed,DT,U,Creature,1,,,,,,1,,,,,0.5,,-1,-2,-3,-3,,1,0.5,0,0.0,-2,-0.5,-4,-0.8
Genetic Drift,Untamed,DT,U,Action,2,1,,,,,,,,,,1,,1,1,1,1,,5,2.5,8,2.7,11,2.75,14,2.8
Growth Surge,Untamed,DT,U,Action,2,1,,,,,,,,,,1,,0,0,0,0,,4,2,6,2.0,8,2,10,2
Instrument of Silence,Untamed,DT,U,Upgrade,1,,,1,,,,,,,,0.5,,0,-1,-2,-2,,2,1,2,0.7,1,0.25,0,0
Kangaphant,Untamed,DT,U,Creature,2,,,,,,1,,,,,1,,0,-1,-2,-2,,4,2,5,1.7,5,1.25,5,1
Mushroom Man,Untamed,DT,U,Creature,2,,,,,,1,,,,,1,,0,-1,-1,-1,,4,2,5,1.7,6,1.5,7,1.4
Ol' Paddy,Untamed,DT,U,Creature,4,,,,1,,1,,,,,2,,0,0,0,0,,8,4,12,4.0,16,4,20,4
Ritual of Balance,Untamed,DT,U,Artifact,3,1,1,,,,,,,,,1.5,,1,1,1,1,,7,3.5,11,3.7,15,3.75,19,3.8
Sporegorger,Untamed,DT,U,Creature,3,,,1,,,1,,,,,1.5,,0,0,0,0,,6,3,9,3.0,12,3,15,3
Thin the Herd,Untamed,DT,U,Action,4,1,,1,,,,,,,,2,,0,0,0,0,,8,4,12,4.0,16,4,20,4
Waste Not,Untamed,DT,U,Action,6,1,,,1,,,,,,,3,,0,0,0,0,,12,6,18,6.0,24,6,30,6
Pokemon,Untamed,DT,R,Creature,1,1,,,,,,,,,,0.25,,1,2,2,2,,3,1.5,6,2.0,9,2.25,12,2.4
AEmberfin Shark,Untamed,DT,R,Creature,3,1,,,,,,,,,,0.75,,0,0,0,0,,6,3,9,3.0,12,3,15,3
Blossom Drake,Untamed,DT,R,Creature,3,,,,,,1,,,,,0.75,,-1,-2,-2,-2,,5,2.5,6,2.0,7,1.75,8,1.6
Chonkers,Untamed,DT,R,Creature,2,,,,,,,,,,,0.5,,-1,-2,-2,-2,,3,1.5,3,1.0,3,0.75,3,0.6
Creed of Nature,Untamed,DT,R,Artifact,1,,,1,,,,,,,,0.25,,-1,-2,-2,-2,,1,0.5,0,0.0,-1,-0.25,-2,-0.4
Dredging Druid,Untamed,DT,R,Creature,2,,,,1,,,,,,,0.5,,0,-1,-1,-1,,4,2,5,1.7,6,1.5,7,1.4
Eldest Bear,Untamed,DT,R,Creature,3,1,,1,,,1,,,,,0.75,,0,-1,-1,-1,,6,3,8,2.7,10,2.5,12,2.4
Fertility Chant,Untamed,DT,R,Action,3,1,,,,,,,,,,0.75,,0,-1,-1,-1,,6,3,8,2.7,10,2.5,12,2.4
Fuzzy Gruen,Untamed,DT,R,Creature,3,1,,,,,1,,,,,0.75,,0,0,0,0,,6,3,9,3.0,12,3,15,3
Lupo the Scarred,Untamed,DT,R,Creature,3,,,1,,,1,,,,,0.75,,0,0,0,0,,6,3,9,3.0,12,3,15,3
Pestergrove,Untamed,DT,R,Artifact,2,1,,,,1,,,,,,0.5,,0,0,0,0,,4,2,6,2.0,8,2,10,2
Piranha Monkeys,Untamed,DT,R,Creature,2,,,1,,,,,,,,0.5,,0,0,0,0,,4,2,6,2.0,8,2,10,2
Primal Relic,Untamed,DT,R,Artifact,3,1,,,,,,,,,,0.75,,0,0,0,0,,6,3,9,3.0,12,3,15,3
Punctuated Equilibrium,Untamed,DT,R,Action,6,,,,1,,,,,,,1.5,,1,1,1,1,,13,6.5,20,6.7,27,6.75,34,6.8
Ritual of Life,Untamed,DT,R,Artifact,5,,,,1,,,,,,,1.25,,0,0,0,0,,10,5,15,5.0,20,5,25,5
Stampede,Untamed,DT,R,Action,2,1,,,,,,,,,,0.5,,-2,-2,-2,-2,,2,1,2,0.7,2,0.5,2,0.4
The Mysticeti,Untamed,DT,R,Artifact,0,,,,,,,,,,,0,,-2,-4,-4,-4,,-2,-1,-6,-2.0,-10,-2.5,-14,-2.8
Washed Away,Untamed,DT,R,Action,5,1,,,,,,,,1,,1.25,,0,-2,-2,-2,,10,5,13,4.3,16,4,19,3.8
Word of Returning,Untamed,DT,R,Action,3,1,,,,,,,,,,0.75,,0,-1,-1,-1,,6,3,8,2.7,10,2.5,12,2.4
World Tree,Untamed,DT,R,Artifact,2,,,,1,,,,,,,0.5,,-2,-2,-2,-2,,2,1,2,0.7,2,0.5,2,0.4
,Brobnar,WOE,29,19,18,17,9,23,2,1,18,1,1,0,0,93.00,9,,,,,,,,,,,,,
Berserker Slam,Brobnar,WOE,C,Action,4,1,1,,,,,,,,,4,,0,0,0,0,,8,4,12,4.0,16,4,20,4
Bumpsy,Brobnar,WOE,C,Creature,4,,1,,,,1,,,,,4,,0,0,0,0,,8,4,12,4.0,16,4,20,4
Pound,Brobnar,WOE,C,Action,3,,,1,,,,,,,,3,,0,-1,-1,-1,,6,3,8,2.7,10,2.5,12,2.4
Firespitter,Brobnar,WOE,C,Creature,3,,,1,,,1,,,,,3,,0,0,0,0,,6,3,9,3.0,12,3,15,3
Brikk Nastee,Brobnar,WOE,C,Creature,4,1,,,,,1,,,,,4,,1,2,2,2,,9,4.5,15,5.0,21,5.25,27,5.4
Crogg the Clumsy,Brobnar,WOE,C,Creature,3,,,1,,,1,,,,,3,,0,0,0,0,,6,3,9,3.0,12,3,15,3
Fresh Marks,Brobnar,WOE,C,Action,3,1,,,,,,,,,,3,,0,-1,-1,-1,,6,3,8,2.7,10,2.5,12,2.4
Jarl Svend,Brobnar,WOE,C,Creature,3,,,,,,1,,,,,3,1,0,0,0,0,,6,3,9,3.0,12,3,15,3
Might Club,Brobnar,WOE,C,Artifact,3,1,,1,,,,,,,,3,,0,-1,-2,-3,,6,3,8,2.7,9,2.25,9,1.8
Pelf,Brobnar,WOE,C,Creature,3,,1,,,,,,,,,3,,0,-1,-2,-3,,6,3,8,2.7,9,2.25,9,1.8
Press Gang,Brobnar,WOE,C,Action,3,,,,,,,,,,,3,1,1,2,0,0,,7,3.5,12,4.0,15,3.75,18,3.6
Ragnarok Prep,Brobnar,WOE,C,Action,4,,1,,,,,,,,,4,1,1,1,2,2,,9,4.5,14,4.7,20,5,26,5.2
Rant and Rive,Brobnar,WOE,C,Action,5,1,1,,,,,1,,,,5,,0,-1,-3,-4,,10,5,14,4.7,16,4,17,3.4
Rowdy Skald,Brobnar,WOE,C,Creature,4,1,,1,,,1,,,,,4,,0,0,0,0,,8,4,12,4.0,16,4,20,4
Shock Herder,Brobnar,WOE,C,Creature,4,,,1,,,,,,,,4,,0,0,0,0,,8,4,12,4.0,16,4,20,4
Stratosmack,Brobnar,WOE,C,Action,2,,,1,,,,,,,,2,1,0,-1,-2,-3,,4,2,5,1.7,5,1.25,4,0.8
Flamethrower,Brobnar,WOE,U,Artifact,2,,,1,,,,,,,,1,,0,-1,-1,-2,,4,2,5,1.7,6,1.5,6,1.2
Unguarded Camp,Brobnar,WOE,U,Action,3,1,1,,,,,,,,,1.5,,0,-1,-1,-1,,6,3,8,2.7,10,2.5,12,2.4
Blood of Titans,Brobnar,WOE,U,Upgrade,2,1,,,,,,,,,,1,,0,-1,-1,-1,,4,2,5,1.7,6,1.5,7,1.4
Overrun,Brobnar,WOE,U,Action,2,,1,,,,,,,,,1,,0,0,0,0,,4,2,6,2.0,8,2,10,2
Earthshaker,Brobnar,WOE,U,Creature,4,,,1,,,1,,,,,2,,0,0,0,0,,8,4,12,4.0,16,4,20,4
Brawl In,Brobnar,WOE,U,Action,2,,,,,,,,,,,1,1,0,0,0,0,,4,2,6,2.0,8,2,10,2
Broken Axe Outpost,Brobnar,WOE,U,Artifact,3,1,,1,,,,,,,,1.5,,0,-1,-2,-2,,6,3,8,2.7,9,2.25,10,2
Crim Torchtooth,Brobnar,WOE,U,Creature,3,,,1,,,1,,,,,1.5,,0,0,0,0,,6,3,9,3.0,12,3,15,3
Shattered Throne,Brobnar,WOE,U,Artifact,3,1,1,,,,,,,,,1.5,,0,0,0,0,,6,3,9,3.0,12,3,15,3
Feats of Strength,Brobnar,WOE,U,Action,2,1,,,,,,,,,,1,1,-1,-2,-3,-3,,3,1.5,3,1.0,2,0.5,1,0.2
Smith,Brobnar,WOE,U,Action,3,1,,,,,,,,,,1.5,,0,0,0,0,,6,3,9,3.0,12,3,15,3
Ged Hammer,Brobnar,WOE,U,Creature,3,,,,,,1,,,,,1.5,,0,0,0,0,,6,3,9,3.0,12,3,15,3
Hebe the Huge,Brobnar,WOE,U,Creature,3,,,1,,,1,,,,,1.5,,1,1,1,1,,7,3.5,11,3.7,15,3.75,19,3.8
The Grand Gord,Brobnar,WOE,U,Creature,2,,,,,,1,,,,,1,1,0,0,0,0,,4,2,6,2.0,8,2,10,2
Vow of Blood,Brobnar,WOE,U,Action,2,1,,1,,,,,,,,1,,0,0,0,0,,4,2,6,2.0,8,2,10,2
Vulka,Brobnar,WOE,U,Creature,2,,,1,,,1,,,,,1,,1,1,1,1,,5,2.5,8,2.7,11,2.75,14,2.8
Ancient Battleground,Brobnar,WOE,R,Artifact,0,,,,,,,,,,,0,,-2,-4,-4,-4,,-2,-1,-6,-2.0,-10,-2.5,-14,-2.8
The Floor is Lava,Brobnar,WOE,R,Artifact,2,1,,1,,,,,,,,0.5,,1,-3,-3,-3,,5,2.5,4,1.3,3,0.75,2,0.4
Pingle Who Annoys,Brobnar,WOE,R,Creature,2,,,1,,,,,,,,0.5,,1,2,2,2,,5,2.5,9,3.0,13,3.25,17,3.4
Endless Hordes,Brobnar,WOE,R,Action,6,,,1,,,,,,,,1.5,1,0,0,0,0,,12,6,18,6.0,24,6,30,6
Frost Giant,Brobnar,WOE,R,Creature,1,,,,,,,,,,,0.25,,-2,-4,-4,-4,,0,0,-3,-1.0,-6,-1.5,-9,-1.8
Hallafest,Brobnar,WOE,R,Action,6,,,,1,,,,,,,1.5,,1,1,1,1,,13,6.5,20,6.7,27,6.75,34,6.8
Harmal Atoon,Brobnar,WOE,R,Creature,4,,,,1,,1,,,,,1,,2,2,2,2,,10,5,16,5.3,22,5.5,28,5.6
Kretchee,Brobnar,WOE,R,Creature,3,,,,,,,,,,,0.75,,0,0,0,0,,6,3,9,3.0,12,3,15,3
